item_id,org_id,organization,date,platform,org_role_primary,org_role_secondary,role_hybrid_flag,threat_appraisal,harm_loss_appraisal,injustice_appraisal,uncertainty_appraisal,responsibility_blame_appraisal,intentionality_appraisal,norm_violation_appraisal,vulnerability_appraisal,controllability_appraisal,coping_efficacy_appraisal,collective_efficacy_appraisal,care_need_appraisal,opportunity_hope_appraisal,fear_intensity,anxiety_uncertainty_intensity,anger_intensity,moral_outrage_intensity,grief_sadness_intensity,solidarity_intensity,care_compassion_intensity,empathy_intensity,hope_intensity,gratitude_intensity,pride_intensity,reassurance_intensity,defiance_intensity,urgency_emotion_intensity,other_emotion_intensity,emotion_explicitness,emotion_source_org,emotion_source_affected_public,emotion_source_supporters_public,emotion_source_quoted_actor,function_inform,function_warn,function_reassure,function_regulate_fear,function_mobilize,function_advocate,function_provide_service,function_fundraise,function_build_solidarity,function_generate_empathy,function_moral_evaluation,function_increase_efficacy,function_mourn_commemorate,function_document_testify,function_celebrate,function_encourage_defiance,function_other,action_orientation_present,action_type,action_specificity,action_immediacy,audience_primary,direct_address,urgency_level,legal_information_present,service_information_present,resource_link_present,appraisal_notes,emotion_notes,coder_id,coding_date,coder_confidence,source_item_id,source_organization,series_id,series_label,series_type,series_analysis_note,is_recurring_series
TC025-WEB-002,TC025,Twin Cities Habitat for Humanity,2026-01-05,website,housing,service,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,2,0,2,1,1,0,0,0,0,explicit,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,volunteer,specific,moderate,supporters_donors,1,1,0,1,1,Winter volunteering is framed as meaningful participation.,Solidarity care hope and mild gratitude/pride.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC025-WEB-002,Twin Cities Habitat for Humanity,,,,,0
TC073-LI-002,TC073,Center for Victims of Torture,2026-01-06,LinkedIn,advocacy,service,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,2,1,1,2,0,0,0,1,0,1,explicit,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,"0,1","share_information,general","low,general_public",1,1,1,0,0,The post frames torture and human-rights abuse as norm violations and presents collective advocacy as a possible response.,Solidarity and hope are explicit through universal-rights language; care and low defiance are present in the call to work toward freedom from abuse.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC073-LI-002,Center for Victims of Torture,,,,,0
TC075-LI-001,TC075,Unidos MN,2026-01-06,LinkedIn,advocacy,service,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,2,2,1,1,0,0,2,3,2,0,explicit,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,attend_event;safety_plan,specific,moderate,workers,1,2,1,0,1,"Training is organized around ICE presence in healthcare, patient rights, HIPAA, and preparedness, combining threat with controllability and coping efficacy.","Defiance is dominant in the resistance frame; solidarity/care and reassurance are strong, with moderate urgency.",GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC075-LI-001,Unidos MN,,,,,0
TC075-WEB-001,TC075,Unidos MN,2026-01-06,website,advocacy,service,1,1,1,1,1,1,0,1,1,1,1,1,1,0,3,3,1,2,0,3,3,3,1,0,0,3,1,3,0,explicit,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,share_information;use_resource;contact_official,specific,high,immigrants_refugees,1,3,1,1,1,ICE presence at hospital framed as threat to patient rights privacy safety and care.,Fear anxiety care empathy solidarity reassurance and urgency are strong.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC075-WEB-001,Unidos MN,,,,,0
D2-01-WEB-003,D2-01,ACLU of Minnesota,2026-01-07,website,advocacy,legal,1,1,1,1,0,1,0,1,1,1,1,1,1,0,2,1,2,3,3,2,2,1,0,0,0,0,3,3,0,explicit,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,contact_official;share_information,general,high,general_public,0,3,1,0,0,"Fatal shooting establishes harm/loss; the release attributes responsibility to ICE and calls for federal agents to withdraw, framing the event as rights/norm violation and ongoing threat.","Devastation supports dominant grief; explicit demand and condemnation support dominant outrage, defiance, and urgency.",GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,D2-01-WEB-003,ACLU of Minnesota,,,,,0
TC074-WEB-001,TC074,COPAL,2026-01-07,website,advocacy,ethnocultural,1,1,1,1,0,1,0,1,1,0,0,1,1,0,3,1,2,3,3,3,2,2,0,0,0,0,3,3,0,explicit,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,contact_official;share_information;protest,general,high,general_public,1,3,1,0,1,Fatal shooting framed as grave harm requiring accountability/protection.,Alarm heartbreak solidarity outrage defiance and urgency dominate.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC074-WEB-001,COPAL,,,,,0
TC038-EVT-012,TC038,Comunidades Latinas Unidas En Servicio (CLUES),2026-01-07,website,service,ethnocultural,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,attend_event;use_resource,specific,moderate,general_public,1,1,0,1,1,Digital-skills training increases practical coping efficacy.,No meaningful affective cue beyond practical empowerment in preserved summary.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,TC038-EVT-012,Comunidades Latinas Unidas En Servicio (CLUES),CLUES_DIGLIT_2025_2026,Digital Literacy Program,recurring_service_class,Retain raw; for robustness compare item-level results with series-collapsed or organization-month weighting.,1
TC044-WEB-002,TC044,Minnesota Council of Churches,2026-01-07,website,faith,advocacy,1,1,1,1,0,1,0,1,1,0,0,1,1,0,3,1,1,2,3,3,3,3,0,0,0,0,1,2,0,explicit,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,,none,none,general_public,1,2,0,0,1,Killing and enforcement context framed through grief justice and vulnerability.,Grief care empathy solidarity and fear are dominant.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC044-WEB-002,Minnesota Council of Churches,,,,,0
TC064-WEB-003,TC064,The Advocates for Human Rights,2026-01-07,website,advocacy,legal,1,1,1,1,0,1,1,1,1,0,0,1,1,0,2,0,2,3,3,2,2,2,0,0,0,0,2,2,0,explicit,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,protest;report_incident;share_information,general,high,general_public,1,3,1,0,1,Killing is framed as grave harm accountability failure and community threat.,Grief and moral outrage dominate with fear and solidarity.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,TC064-WEB-003,The Advocates for Human Rights,,,,,0
TC075-EVT-006,TC075,Unidos MN,2026-01-07,website,advocacy,service,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,2,2,0,2,0,0,1,0,1,0,implicit,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,attend_event;other,specific,moderate,general_public,1,1,0,0,1,Air-quality meeting frames healthier homes as collective achievable goal.,Hope solidarity care and efficacy lightly present.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,TC075-EVT-006,Unidos MN,UNIDOS_AIR_QUALITY_2026,Air Quality / Healthy Homes Meeting,recurring_community_meeting,Repeated thematic meeting; test series-collapsed estimates.,1
TC075-WEB-002,TC075,Unidos MN,2026-01-07,website,advocacy,ethnocultural,1,1,1,1,0,1,1,1,1,0,0,1,1,0,3,1,2,3,3,3,3,3,0,0,0,0,3,3,0,explicit,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,share_information;protest;contact_official,general,high,general_public,1,3,1,0,1,Renee Good killing is framed through grief dignity family harm and protection.,Grief outrage solidarity care empathy defiance and urgency dominate.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC075-WEB-002,Unidos MN,,,,,0
TC073-WEB-005,TC073,Center for Victims of Torture,2026-01-08,website,advocacy,service,1,1,1,1,1,1,1,1,1,0,0,1,1,0,2,2,2,3,3,2,2,2,0,0,0,0,2,2,0,explicit,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,,none,"none,general_public",0,3,0,0,0,"The statement links a fatal shooting and intensified enforcement to harm, injustice, blame, norm violation, vulnerability, fear, militarization, and trauma.","Moral outrage and grief are dominant; fear, anxiety, solidarity, care, empathy, defiance, and urgency are also explicit.",GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC073-WEB-005,Center for Victims of Torture,,,,,0
TC073-WEB-015,TC073,Center for Victims of Torture,2026-01-08,website,service,advocacy,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,2,1,2,1,0,0,0,implicit,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,none,none,general_public,0,0,0,0,0,Leadership appointment signals continuity and humanitarian expertise.,Hope pride reassurance and gratitude lightly present.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,TC073-WEB-015,Center for Victims of Torture,,,,,0
TC057-LI-002,TC057,Immigrant Law Center of Minnesota,2026-01-08,LinkedIn,legal,advocacy,1,1,0,0,1,0,0,0,1,1,1,1,1,0,2,2,0,0,0,2,2,1,1,0,0,3,1,3,0,explicit,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,"0,1","report_incident;safety_plan;seek_legal_help;share_information,specific","high,immigrants_refugees",1,3,1,1,1,"ICE activity is framed as a present threat creating uncertainty and vulnerability; safety planning, documentation, legal resources, and reporting provide concrete controllability and coping pathways.","Fear, anxiety, solidarity, care, reassurance, defiance, and urgency are all explicit, with urgency dominant because the post is rapid-response guidance.",GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC057-LI-002,Immigrant Law Center of Minnesota,,,,,0
TC057-WEB-003,TC057,Immigrant Law Center of Minnesota,2026-01-08,website,legal,advocacy,1,1,1,1,1,1,1,1,1,0,0,1,1,0,3,2,3,3,3,2,2,2,0,0,0,0,3,3,0,explicit,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,"0,1","0,",none,"none,general_public",0,3,1,0,0,"The release frames enforcement violence and the fatal shooting as direct harm, injustice, blameworthy conduct, norm violation, threat, and community vulnerability.","Fear, anger, moral outrage, grief, defiance, and urgency are all dominant or near-dominant; solidarity, care, and empathy are also explicit.",GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC057-WEB-003,Immigrant Law Center of Minnesota,,,,,0
TC049-WEB-003,TC049,PRISM,2026-01-08,website,service,other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,none,general_public,0,0,0,0,0,Archive confirms dated item only; substantive content unavailable.,No affect inferred.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,low,TC049-WEB-003,PRISM,,,,,0
TC025-WEB-003,TC025,Twin Cities Habitat for Humanity,2026-01-08,website,housing,education,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,implicit,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,use_resource,specific,moderate,general_public,1,1,0,1,1,Glossary reduces uncertainty for first-time homebuyers.,Care and reassurance are secondary to information/efficacy.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,TC025-WEB-003,Twin Cities Habitat for Humanity,,,,,0
TC064-WEB-004,TC064,The Advocates for Human Rights,2026-01-09,website,advocacy,legal,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,implicit,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,attend_event;seek_legal_help,specific,moderate,service_providers,1,1,1,1,1,Roundtable responds to changing asylum and enforcement conditions.,Practical anxiety and efficacy rather than overt emotion.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,TC064-WEB-004,The Advocates for Human Rights,,,,,0
TC030-WEB-002,TC030,African Development Center of Minnesota,2026-01-10,website,economic_development,service,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,implicit,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,attend_event;use_resource,specific,moderate,general_public,1,1,0,1,1,Homebuyer workshop increases practical housing efficacy.,Hope tied to homeownership planning.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,TC030-WEB-002,African Development Center of Minnesota,ADC_HOMESTRETCH_2025_2026,Home Stretch Workshop,recurring_service_workshop,Repeated same-format housing workshop.,1
CI0001,TC041,International Institute of Minnesota,2026-01-10,website,service,media_information,1,1,1,0,1,0,0,0,1,0,1,0,1,0,3,2,0,0,1,2,2,3,1,0,0,1,0,2,0,mixed,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,"share_information,use_resource",,high,general_public,0,2,0,1,0,Student routines/teams are disrupted during enforcement surge; sports becomes coping.,Fear empathy and coping-related reassurance are prominent.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,CI0001,International Institute of Minnesota,,,,,0
TC073-LI-003,TC073,Center for Victims of Torture,2026-01-11,LinkedIn,service,media_information,1,1,1,0,1,0,0,0,1,0,0,0,1,0,3,3,0,0,1,1,2,3,0,0,0,0,0,0,2,mixed,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,"0,0","0,",none,"none,immigrants_refugees",0,2,0,1,0,"The post amplifies clinician observations that clients and the Minneapolis community are experiencing intensified enforcement and comparing it to conditions they fled, supporting threat, harm, uncertainty, vulnerability, and care needs.","Fear and anxiety are dominant; empathy is strong, with care, sadness, and urgency also present.",GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC073-LI-003,Center for Victims of Torture,,,,,0
TC077-WEB-001,TC077,ISAIAH,2026-01-12,website,faith,advocacy,1,1,1,1,0,1,0,1,1,0,0,1,1,0,3,1,2,3,2,3,2,2,0,0,0,0,3,3,0,explicit,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,contact_official;protest;share_information,specific,high,policymakers,1,3,1,0,1,Letter frames enforcement surge and killing as grave community harm requiring congressional action.,Fear outrage solidarity defiance and urgency are dominant.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC077-WEB-001,ISAIAH,,,,,0
TC077-WEB-002,TC077,ISAIAH,2026-01-12,website,faith,advocacy,1,1,1,1,0,1,0,1,1,0,0,1,1,0,3,1,2,3,3,3,2,2,0,0,0,0,3,3,0,explicit,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,contact_official;protest;share_information,specific,high,policymakers,1,3,1,0,1,National clergy appeal frames enforcement as causing fear suffering and family disruption.,Heartbreak fear outrage solidarity and urgency strongly expressed.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC077-WEB-002,ISAIAH,,,,,0
TC076-WEB-005,TC076,Minnesota Interfaith Coalition on Immigration,2026-01-12,website,faith,coalition_network,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,2,1,0,2,0,0,1,1,2,0,mixed,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,attend_event;volunteer,specific,high,supporters_donors,1,2,0,0,1,Period described as crucial; meeting framed as pathway to involvement.,Urgency with solidarity and hope.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,TC076-WEB-005,Minnesota Interfaith Coalition on Immigration,,,,,0
TC075-EVT-007,TC075,Unidos MN,2026-01-12,website,advocacy,coalition_network,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,1,0,2,0,1,0,0,1,0,implicit,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,attend_event;other,specific,moderate,general_public,1,1,0,0,1,Local meeting develops clean-heat organizing capacity.,Solidarity hope and efficacy lightly present.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,TC075-EVT-007,Unidos MN,,,,,0
CI0036,TC041,International Institute of Minnesota,2026-01-13,website,service,media_information,1,1,1,0,1,0,0,0,1,0,0,0,1,0,3,3,0,0,1,2,3,3,0,0,0,1,0,3,0,explicit,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,share_information,general,high,general_public,0,3,1,0,0,Operation PARRIS coverage describes refugee families as terrified and disrupted.,Fear anxiety care empathy and urgency are strong.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,CI0036,International Institute of Minnesota,,,,,0
TC075-EVT-008,TC075,Unidos MN,2026-01-13,website,service,economic_development,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,implicit,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,use_resource,specific,moderate,general_public,1,1,0,1,1,Library outreach provides energy-bill and clean-job resources.,Hope/reassurance through practical efficacy.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,TC075-EVT-008,Unidos MN,UNIDOS_SUSTAINABLE_HOME_LIBRARY_2026,Sustainable Home Program at the Library,recurring_service_outreach,Repeated library outreach; candidate-tier Feb. 24 and Mar. 10 events belong to same series if later promoted.,1
TC054-WEB-006,TC054,Alight,2026-01-14,website,service,advocacy,1,1,1,0,1,0,0,0,1,0,1,1,1,0,3,3,0,0,0,3,3,3,2,1,0,3,1,3,0,mixed,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,seek_legal_help;use_resource;donate;volunteer;safety_plan,specific,high,immigrants_refugees,1,3,1,1,1,Operation PARRIS is framed as urgent threat requiring legal/material support.,Fear anxiety care solidarity efficacy reassurance and urgency are strong.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC054-WEB-006,Alight,,,,,0
TC038-EVT-013,TC038,Comunidades Latinas Unidas En Servicio (CLUES),2026-01-14,website,service,ethnocultural,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,attend_event;use_resource,specific,moderate,general_public,1,1,0,1,1,Digital-skills training increases practical coping efficacy.,No meaningful affective cue beyond practical empowerment in preserved summary.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,TC038-EVT-013,Comunidades Latinas Unidas En Servicio (CLUES),CLUES_DIGLIT_2025_2026,Digital Literacy Program,recurring_service_class,Retain raw; for robustness compare item-level results with series-collapsed or organization-month weighting.,1
D2-01-WEB-004,D2-01,ACLU of Minnesota,2026-01-15,website,advocacy,legal,1,1,1,1,0,1,1,1,1,0,0,1,0,0,3,1,2,3,0,2,2,2,0,0,0,0,3,3,0,explicit,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,seek_legal_help;share_information,specific,high,general_public,1,3,1,0,1,Alleged racial profiling and warrantless arrests are framed as constitutional harms.,Fear outrage and defiance are strong.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,D2-01-WEB-004,ACLU of Minnesota,,,,,0
TC031-WEB-002,TC031,African Economic Development Solutions (AEDS),2026-01-15,website,economic_development,service,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1,3,0,2,1,0,0,0,explicit,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,,none,none,general_public,0,0,0,0,0,Business-preservation story frames resilience legacy and ownership.,Hope pride solidarity and empathy dominate.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC031-WEB-002,African Economic Development Solutions (AEDS),,,,,0
TC074-WEB-002,TC074,COPAL,2026-01-15,website,advocacy,ethnocultural,1,1,1,1,1,1,1,1,1,0,0,1,1,0,3,3,2,3,2,3,3,3,0,0,0,0,3,3,0,explicit,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,contact_official;share_information;protest,general,high,general_public,1,3,1,0,1,Escalating enforcement violence framed as fear confusion family trauma and disruption.,Fear anxiety outrage care solidarity empathy and urgency are strong.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC074-WEB-002,COPAL,,,,,0
TC073-WEB-006,TC073,Center for Victims of Torture,2026-01-15,website,advocacy,service,1,1,1,1,1,1,1,1,1,0,0,1,1,0,3,3,2,3,1,2,3,3,0,0,0,0,2,3,0,explicit,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,share_information;contact_official,general,high,general_public,1,3,1,0,1,Visa restrictions are framed as cruelty creating panic uncertainty and harm.,Fear anxiety outrage care empathy and urgency are strong.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC073-WEB-006,Center for Victims of Torture,,,,,0
CI0002,TC041,International Institute of Minnesota,2026-01-15,website,service,legal,1,1,1,0,1,0,0,0,1,0,1,0,1,0,3,2,0,0,0,2,3,2,0,0,0,2,0,3,0,mixed,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,seek_legal_help;use_resource;share_information,specific,high,immigrants_refugees,1,3,1,1,1,Operation PARRIS explainer frames arrest/transfer risk despite lawful admission.,Fear care solidarity reassurance and urgency are strong.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,CI0002,International Institute of Minnesota,,,,,0
TC058-WEB-009,TC058,Mid-Minnesota Legal Aid,2026-01-15,website,legal,service,1,1,1,0,1,0,0,0,1,0,1,0,1,0,2,2,0,0,1,0,2,2,0,0,0,1,0,1,0,mixed,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,seek_legal_help;safety_plan;prepare_documents,specific,high,immigrants_refugees,1,2,1,1,1,Parental detention creates immediate family separation and guardianship vulnerability.,Fear/care/empathy are central; practical planning also reassures.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,TC058-WEB-009,Mid-Minnesota Legal Aid,,,,,0
TC050-WEB-001,TC050,Project for Pride in Living,2026-01-15,website,housing,advocacy,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,2,1,3,0,0,0,0,explicit,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,none,none,general_public,0,0,0,0,0,Leadership recognition emphasizes influence and community impact.,Pride solidarity and hope dominate.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC050-WEB-001,Project for Pride in Living,,,,,0
TC050-WEB-002,TC050,Project for Pride in Living,2026-01-15,website,housing,service,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,2,1,2,0,0,0,0,implicit,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,none,none,general_public,0,0,0,0,0,Staffing update signals organizational continuity.,Low pride hope and reassurance.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,TC050-WEB-002,Project for Pride in Living,,,,,0
TC050-WEB-003,TC050,Project for Pride in Living,2026-01-15,website,housing,workforce,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,2,1,1,1,0,0,0,implicit,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,use_resource,specific,moderate,workers,0,1,0,1,1,DEED funding expands workforce pathway capacity.,Hope and reassurance tied to service expansion.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,TC050-WEB-003,Project for Pride in Living,,,,,0
TC058-WEB-010,TC058,Mid-Minnesota Legal Aid,2026-01-16,website,legal,service,1,1,1,1,0,1,1,1,1,0,0,0,0,0,2,0,1,2,0,0,1,1,0,0,0,0,1,1,0,mixed,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,,,none,none,general_public,0,1,1,0,0,Detention of refugees explicitly criticized as further victimization.,Moral outrage explicit in framing; fear tied to detention context.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,TC058-WEB-010,Mid-Minnesota Legal Aid,,,,,0
TC025-WEB-004,TC025,Twin Cities Habitat for Humanity,2026-01-16,website,housing,advocacy,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,2,0,2,0,0,1,0,1,0,implicit,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,,none,none,general_public,0,1,0,1,0,Budget discussion frames housing affordability/stability as public priority.,Care hope and mild urgency.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,TC025-WEB-004,Twin Cities Habitat for Humanity,,,,,0
TC075-EVT-001,TC075,Unidos MN,2026-01-16,website,advocacy,coalition_network,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,3,2,1,2,0,1,1,2,3,0,mixed,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,attend_event;protest;volunteer,specific,high,general_public,1,3,0,0,1,Organizing links immigrant safety worker justice freedom and democracy.,Solidarity collective efficacy defiance and urgency dominate.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC075-EVT-001,Unidos MN,,,,,0
CI0037,TC041,International Institute of Minnesota,2026-01-18,website,service,media_information,1,1,1,0,1,0,0,0,1,0,0,0,1,0,3,2,0,0,1,2,3,3,0,0,0,1,0,2,0,mixed,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,share_information,general,high,general_public,0,2,1,0,0,Targeting of green-card applicants is framed through family distress.,Fear care empathy and anxiety dominate.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,CI0037,International Institute of Minnesota,,,,,0
TC076-WEB-006,TC076,Minnesota Interfaith Coalition on Immigration,2026-01-18,website,faith,advocacy,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,2,2,1,0,0,0,0,explicit,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,,none,none,general_public,0,0,0,0,1,Post reflects on vigil participation and media visibility.,Gratitude solidarity and hope dominate.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC076-WEB-006,Minnesota Interfaith Coalition on Immigration,,,,,0
TC002-WEB-006,TC002,Cedar Riverside Adult Education Collaborative,2026-01-19,website,education,service,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,use_resource,specific,moderate,learners,1,1,0,1,1,Holiday closure announcement only.,No meaningful affective content.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC002-WEB-006,Cedar Riverside Adult Education Collaborative,,,,,0
TC073-WEB-007,TC073,Center for Victims of Torture,2026-01-20,website,advocacy,service,1,1,1,1,1,1,0,1,1,0,0,1,1,0,3,3,1,2,2,2,3,3,0,0,0,0,1,3,0,explicit,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,share_information;seek_legal_help,general,high,general_public,1,3,1,1,1,Detention and transfer of torture-survivor clients are framed as retraumatizing harm.,Fear anxiety grief care empathy and urgency dominate.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC073-WEB-007,Center for Victims of Torture,,,,,0
