org_id,organization_name,screening_decision,analysis_universe_status,primary_universe_flag,evidence_certainty,twin_cities_presence,immigrant_refugee_relevance,civil_society_form,study_period_existence,unit_of_analysis_flag,evidence_summary,evidence_url_1,evidence_url_2,communication_audit_note,screening_notes,source_screening_file
D3-19,Minnesota Hmong Chamber of Commerce,probably_eligible,include_primary_universe,1,provisional,yes,yes_at_immigrant_origin_community_level,community_business_org_to_verify,yes,organizational_form_to_verify,"The Minnesota Hmong Chamber is based in St. Paul and explicitly serves and advocates for the Hmong business community, but nonprofit/civil-society legal form should be verified before final lock",https://mnhmongchamber.org/,,Active website; later audit public communication if organizational form is confirmed,Retain provisionally under immigrant-origin economic/community criterion,eligibility_screening_batch_13_D3_faith_ethnocultural_part2.csv
D3-20,MN Zej Zog,eligible,include_primary_universe,1,verified,yes,yes,community_based_org,yes,standalone_organization,"MN Zej Zog is based in Brooklyn Park and explicitly supports Hmong community empowerment, language preservation, educators, youth, cultural connection and grassroots initiatives",https://mnzejzog.org/,,Active website/events; social channels should be inventoried later,Strong inclusion under immigrant-origin community criterion,eligibility_screening_batch_13_D3_faith_ethnocultural_part2.csv
D3-21,Roseville Covenant Church - Good Neighbor refugee ministry,probably_eligible,include_primary_universe,1,provisional,yes,yes_at_program_level,faith_based_program,yes,program_unit_to_review,"Roseville Covenant documents recurring refugee-support work and a Good Neighbor Team in 2025 committed to walking alongside a refugee family for one year, overlapping the study period",https://www.rosevillecovenant.org/outreach,,Later determine whether the Good Neighbor ministry had its own sustained public communication during Oct 2025-Mar 2026,Retain provisionally as a program-level faith candidate; do not count church-wide communication automatically,eligibility_screening_batch_13_D3_faith_ethnocultural_part2.csv
D3-22,Church of St. Leonard of Port Maurice - refugee co-sponsorship,exclude,exclude,0,excluded,yes,historical_only,faith_congregation,no_current_program_evidence,one_off_historical_program,"Available evidence documents a joint refugee-family co-sponsorship with Holy Name in 2018, but no sustained immigrant/refugee program or study-period activity has been established",https://mnchurches.org/creating-perfect-blend,,No basis yet for a study-period communication audit as a distinct immigrant-serving program,Exclude unless newer 2025-26 program evidence emerges,eligibility_screening_batch_13_D3_faith_ethnocultural_part2.csv
D3-23,Church of the Holy Name - refugee co-sponsorship,exclude,exclude,0,excluded,yes,historical_only,faith_congregation,no_current_program_evidence,one_off_historical_program,"Available evidence documents a joint refugee-family co-sponsorship with St. Leonard in 2018, but no sustained immigrant/refugee program or study-period activity has been established",https://mnchurches.org/creating-perfect-blend,,No basis yet for a study-period communication audit as a distinct immigrant-serving program,Exclude unless newer 2025-26 program evidence emerges,eligibility_screening_batch_13_D3_faith_ethnocultural_part2.csv
D4-01,Ethiopian Community in Minnesota,eligible,include_primary_universe,1,verified,yes,yes,community_based_org,yes,standalone_organization,"ECM is based in St. Paul and has served Minnesota's Ethiopian community since 1995 through translation, advocacy, job counseling, housing help, civic engagement and cultural programs",https://ethiopiancommunitymn.org/about/,https://ethiopiancommunitymn.org/contact/,Official website and Facebook presence documented; strong candidate for later communication audit,Strong inclusion under immigrant-origin community criterion,eligibility_screening_batch_14_D4_mdh_community.csv
D4-02,Organization of Liberians in Minnesota,eligible,include_primary_universe,1,verified,yes,yes,nonprofit_community_based_org,yes,standalone_organization,"OLM is a Brooklyn Park/Minneapolis-area 501(c)(3) serving Liberian and other African immigrant communities through education, housing, health, employment, workforce and other social services",https://www.olmbp.org/,https://www.olmbp.org/aboutolm,Current website active; later inventory social platforms and study-period posts,Strong inclusion case,eligibility_screening_batch_14_D4_mdh_community.csv
D4-03,Lao Family Community of Minnesota,eligible,include_primary_universe,1,verified,yes,yes,nonprofit_mutual_assistance_org,yes,standalone_organization,Lao Family Community is a St. Paul nonprofit mutual-assistance association founded in 1977 whose mission explicitly supports Hmong Americans and other immigrant and refugee populations,https://www.laofamilycommunity.org/about/,https://www.laofamilycommunity.org/,Official website active; later audit social/public content,Strong inclusion case; distinct from Lao Assistance Center of Minnesota,eligibility_screening_batch_14_D4_mdh_community.csv
D4-04,Sub-Saharan African Youth and Family Services in Minnesota (SAYFSM),probably_eligible,include_primary_universe,1,provisional,yes,yes_at_immigrant_origin_community_level,nonprofit,yes,standalone_organization,"SAYFSM is a Minnesota 501(c)(3) serving Sub-Saharan African youth and families through culturally responsive health and human-service outreach, but current public materials are less explicit about immigrant/refugee status than some other candidates",https://www.sayfsm.org/,,Website exists; later verify study-period public communication and explicit immigrant/refugee constituency,Retain provisionally under immigrant-origin community criterion,eligibility_screening_batch_14_D4_mdh_community.csv
D4-05,Vietnamese Social Services of Minnesota,eligible,include_primary_universe,1,verified,yes,yes,nonprofit_direct_service_org,yes,standalone_organization,VSSMN is a St. Paul direct-service organization explicitly serving low-income immigrant and refugee families throughout the seven-county Twin Cities metro; Vietnamese and Karen refugees/immigrants comprise most participants,https://www.vssmn.org/,https://www.vssmn.org/contact-us.html,Current website active; strong platform-audit candidate,Strong inclusion case,eligibility_screening_batch_14_D4_mdh_community.csv
D4-06,Restoration for All Inc.,eligible,include_primary_universe,1,verified,yes,yes,nonprofit_cultural_community_org,yes,standalone_organization,"Restoration for All is an Inver Grove Heights cultural-community organization serving the Twin Cities metro and specializing in immigrants, refugees, and African communities; 2025-26 state funding also targets culturally relevant services for African immigrant and refugee communities",https://helpmeconnect.web.health.state.mn.us/HelpMeConnect/Providers/Restoration_for_All%2C_Inc./Cultural_Community_Organization/1,https://www.revisor.mn.gov/bills/94/2025/0/SF/2031/versions/latest/,Official website is listed by state directory; later audit public communication channels,Strong inclusion case,eligibility_screening_batch_14_D4_mdh_community.csv
D4-07,Somali Parent Academy,eligible,include_primary_universe,1,verified,yes,yes,community_based_nonprofit_or_org,yes,standalone_organization,"Somali Parent Academy states that it uplifts immigrant families from the Horn of Africa in Minnesota through education, economic support, advocacy and community-driven programs",https://somaliparentacademy.com/,,Current 2026 website active; later inventory social channels and dated content,Strong inclusion case,eligibility_screening_batch_14_D4_mdh_community.csv
D4-08,Hmong Shaman & Herb Center,probably_eligible,include_primary_universe,1,provisional,yes,yes_at_immigrant_origin_community_level,community_cultural_health_org_to_verify,yes,organizational_form_to_verify,Minnesota Department of Health identifies the Hmong Shaman & Herb Center as a Ramsey County grantee working across the Twin Cities to address health inequities in the Hmong population and integrate culturally specific Hmong healing practices,https://www.health.state.mn.us/communities/practice/equityengage/networks/grantees.html,,Need identify official website/social accounts and confirm organizational legal form before final lock,Retain provisionally,eligibility_screening_batch_14_D4_mdh_community.csv
D4-09,African Growers and Producers Alliance (AGAPA),probably_eligible,include_primary_universe,1,provisional,substantial_metro_activity,yes,nonprofit,yes,geographic_scope_to_verify,"AGAPA is a Black-led Minnesota nonprofit for farmers of African descent; MDH describes metro-region work with African immigrant farmers, although its home location is Isanti County",https://www.health.mn.gov/communities/equity/networks/grantees.html,https://www.lrl.mn.gov/archive/minutes/senate/2022/Finag/20220328/FinAg_20220328_AGAPA-Brochure.pdf,Need verify independent website/social channels and how much study-period communication was metro-focused,Retain provisionally because substantial Twin Cities operation appears plausible despite non-metro home base,eligibility_screening_batch_14_D4_mdh_community.csv
D4-10,Legacy Family Center,eligible,include_primary_universe,1,verified,yes,yes,nonprofit,yes,standalone_organization,"Legacy Family Center is a 501(c)(3) founded by West African immigrant/refugee mothers in Brooklyn Park/Brooklyn Center and explicitly serves West African refugee and immigrant families through education, workforce, wellness and social-service navigation",https://www.legacyfamilycentermn.org/,https://www.legacyfamilycentermn.org/about,Official website and newsletter sign-up active; strong candidate for platform audit,Strong inclusion case,eligibility_screening_batch_14_D4_mdh_community.csv
D4-11,Care Resource Connection,probably_eligible,include_primary_universe,1,provisional,probable,uncertain,organization_form_to_verify,probable,needs_more_verification,"CARE Resource Connection appears in Minnesota public-health/caregiving resource systems and has participated in state public-health programming, but current evidence does not yet establish that immigrants/refugees are a substantial organizational public or clarify organizational form",https://mn.gov/dhs/age-friendly-mn/blueprint/data/,https://www.americorps.gov/sites/default/files/upload/state_profiles/pdf_2024/MN_SrvLoc.pdf,Official communication channels and immigrant/refugee programming must be verified,Retain provisionally rather than exclude on incomplete evidence,eligibility_screening_batch_14_D4_mdh_community.csv
D4-12,Power of People Leadership Institute,exclude,exclude,0,excluded,yes,no_or_not_established,nonprofit_or_community_org,yes,broad_youth_leadership_org,"The Power of People Leadership Institute is an active Minneapolis youth and leadership organization with mentoring and international/community programs, but current public materials do not establish immigrants/refugees as an explicit or substantial organizational public",https://www.popinstitute.org/,,"Website active, but exclusion is based on population relevance rather than communication availability",Exclude under immigrant/refugee relevance criterion unless stronger study-period evidence emerges,eligibility_screening_batch_14_D4_mdh_community.csv
